"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","ISSUEDDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","STATSCANADABUILDINGCODE","STATSCANADABUILDINGCODEDESC","STATSCANADAWORKCODE","STATSCANADAWORKCODEDESC","STATSCANADAUNITSCREATED","STATSCANADAUNITSLOST","BUILDINGAREAM2","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","CONSTRUCTIONVALUE"
"BP012446","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","5/15/2012 12:00:00 AM","5/31/2012 12:00:00 AM","5/31/2012 12:00:00 AM","3/15/2016 12:00:00 AM","1211022010001","VICTORIA PARK","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","96.60000000","","2201","11 AVE S","2201 11 AVE S","8898GU","2","16","PLAN 8898GU BLOCK 2 LOT 16","286954","26000.00000000"
"BP012447","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","5/15/2012 12:00:00 AM","5/28/2012 12:00:00 AM","5/28/2012 12:00:00 AM","9/11/2012 12:00:00 AM","1108006410001","LONDON ROAD","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","57.97000000","","641","8 ST S","641 8 ST S","384B","","37,38","PLAN 384B LOT 37 AND THE NORTH HALF OF LOT 38","346874","21840.00000000"
"BP012448","BUILDING - COMMERCIAL","RENO","COMPLETED","5/15/2012 12:00:00 AM","6/6/2012 12:00:00 AM","6/6/2012 12:00:00 AM","1/10/2013 12:00:00 AM","1111003160001","UPPER EASTSIDE","512","RETAIL COMPLEX","03","ALTERATIONS/IMPROVEMENTS","","","331.00000000","","316","11 ST S","316 11 ST S","4353S","37","13,14","PLAN 4353S  BLOCK 37 THE SOUTH HALF OF LOT 13 AND ALL OF LOT 14 
","315276","382000.00000000"
"BP012449","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","5/15/2012 12:00:00 AM","5/17/2012 12:00:00 AM","5/17/2012 12:00:00 AM","9/20/2012 12:00:00 AM","2060307970001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","04","FOUNDATION","","","107.12000000","","797","SILKSTONE CLOSE W","797 SILKSTONE CLOSE W","1013548","8","50","PLAN 1013548 BLOCK 8 LOT 50","458132","1000.00000000"
"BP012450","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","5/15/2012 12:00:00 AM","5/28/2012 12:00:00 AM","5/28/2012 12:00:00 AM","6/12/2013 12:00:00 AM","2061007410001","COPPERWOOD","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","159.23000000","","741","TWINRIVER LOOP W","741 TWINRIVER LOOP W","1112179","17","25","PLAN 1112179 BLOCK 17 LOT 25","460518","102150.00000000"
"BP012451","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","5/15/2012 12:00:00 AM","5/17/2012 12:00:00 AM","5/17/2012 12:00:00 AM","6/25/2012 12:00:00 AM","4080106550001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","04","FOUNDATION","","","115.29000000","","655","MARIE VAN HAARLEM CRES N","655 MARIE VAN HAARLEM CRES N","1112230","14","4","PLAN 1112230 BLOCK 14 LOT 4","460554","1000.00000000"
"BP012452","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","5/15/2012 12:00:00 AM","5/28/2012 12:00:00 AM","5/28/2012 12:00:00 AM","4/26/2013 12:00:00 AM","4080106550001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","115.29000000","","655","MARIE VAN HAARLEM CRES N","655 MARIE VAN HAARLEM CRES N","1112230","14","4","PLAN 1112230 BLOCK 14 LOT 4","460554","136269.00000000"
"BP012453","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","5/15/2012 12:00:00 AM","5/17/2012 12:00:00 AM","5/17/2012 12:00:00 AM","11/15/2012 12:00:00 AM","4080106470001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","04","FOUNDATION","","","66.89000000","","647","MARIE VAN HAARLEM CRES N","647 MARIE VAN HAARLEM CRES N","1112230","14","2","PLAN 1112230 BLOCK 14 LOT 2","460551","1000.00000000"
"BP012454","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","5/15/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","4/16/2013 12:00:00 AM","4080106470001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","66.80000000","","647","MARIE VAN HAARLEM CRES N","647 MARIE VAN HAARLEM CRES N","1112230","14","2","PLAN 1112230 BLOCK 14 LOT 2","460551","124099.00000000"
"BP012455","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","5/15/2012 12:00:00 AM","5/28/2012 12:00:00 AM","5/28/2012 12:00:00 AM","2/12/2014 12:00:00 AM","2080900660001","RIVERSTONE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","107.11000000","","66","RIVERINE LANE W","66 RIVERINE LANE W","1013517","25","9","PLAN 1013517 BLOCK 25 LOT 9","459414","214966.00000000"
"BP012456","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","5/15/2012 12:00:00 AM","5/17/2012 12:00:00 AM","5/17/2012 12:00:00 AM","8/28/2012 12:00:00 AM","4080604980001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","04","FOUNDATION","","","61.13000000","","498","MARY CAMERON CRES N","498 MARY CAMERON CRES N","0914835","2","96","PLAN 0914835 BLOCK 2 LOT 96","458073","1000.00000000"
"BP012457","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","5/15/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","1/7/2013 12:00:00 AM","4080604980001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","61.13000000","","498","MARY CAMERON CRES N","498 MARY CAMERON CRES N","0914835","2","96","PLAN 0914835 BLOCK 2 LOT 96","458073","103915.00000000"
"BP012458","BUILDING - RESIDENTIAL","DECK","COMPLETED","5/16/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","11/21/2013 12:00:00 AM","1083602230001","FAIRMONT","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","13.99000000","","223","FAIRMONT BLVD S","223 FAIRMONT BLVD S","0011671","16","7","PLAN 0011671 BLOCK 16 LOT 7","381419","10000.00000000"
"BP012459","BUILDING - RESIDENTIAL","NEW 2 UNIT","COMPLETED","5/16/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","12/17/2012 12:00:00 AM","2060307970001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","","","52.95000000","","797","SILKSTONE CLOSE W","797 SILKSTONE CLOSE W","1013548","8","50","PLAN 1013548 BLOCK 8 LOT 50","458132","88813.00000000"
"BP012460","BUILDING - RESIDENTIAL","NEW 2 UNIT","COMPLETED","5/16/2012 12:00:00 AM","5/16/2012 12:00:00 AM","5/29/2012 12:00:00 AM","12/18/2012 12:00:00 AM","2060307990001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","","","54.16000000","","799","SILKSTONE CLOSE W","799 SILKSTONE CLOSE W","1013548","8","51","PLAN 1013548 BLOCK 8 LOT 51","458133","106140.00000000"
"BP012461","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","5/16/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","2/26/2014 12:00:00 AM","2084700520001","RIVERSTONE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","74.32000000","","52","RIVERTON CRES W","52 RIVERTON CRES W","0710647","11","127","PLAN 0710647 BLOCK 11 LOT 127","452612","20000.00000000"
"BP012462","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","5/16/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","11/30/2012 12:00:00 AM","2022704590001","COPPERWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","74.97000000","","459","FIRELIGHT PT W","459 FIRELIGHT PT W","0714402","10","20","PLAN 0714402 BLOCK 10 LOT 20","453258","20175.00000000"
"BP012463","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","5/16/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","9/10/2012 12:00:00 AM","4042002320001","WESTMINSTER","310","APARTMENT / TRIPLEX / UP DOWN DUPLEX","03","ALTERATIONS/IMPROVEMENTS","","","26.01000000","","232","MAYOR MAGRATH DR N","232 MAYOR MAGRATH DR N","5394JK","2","7","PLAN 5394JK BLOCK 2 LOT 7
AREA: 0.178 HECTARES (0.44 ACRES) MORE OR LESS","310348","7000.00000000"
"BP012464","BUILDING - RESIDENTIAL","RENO","COMPLETED","5/17/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","11/21/2013 12:00:00 AM","1217021140001","AGNES DAVIDSON","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","2114","17 AVE S","2114 17 AVE S","9034HT","7","18","PLAN 9034HT BLOCK 7 THAT PORTION OF LOT 18 LYING WEST OF THE MOST EASTERLY 20 FEET THEREOF","286156","2000.00000000"
"BP012465","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","5/17/2012 12:00:00 AM","5/18/2012 12:00:00 AM","5/18/2012 12:00:00 AM","8/23/2012 12:00:00 AM","2060307910001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","04","FOUNDATION","0.00000000","","104.12000000","","791","SILKSTONE CLOSE W","791 SILKSTONE CLOSE W","1013548","8","48","PLAN 1013548 BLOCK 8 LOT 48","458130","1000.00000000"
"BP012466","BUILDING - RESIDENTIAL","NEW 2 UNIT","COMPLETED","5/17/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","11/14/2012 12:00:00 AM","2060307910001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","","","105.63000000","","791","SILKSTONE CLOSE W","791 SILKSTONE CLOSE W","1013548","8","48","PLAN 1013548 BLOCK 8 LOT 48","458130","106390.00000000"
"BP012467","BUILDING - RESIDENTIAL","NEW 2 UNIT","COMPLETED","5/17/2012 12:00:00 AM","5/17/2012 12:00:00 AM","5/29/2012 12:00:00 AM","1/30/2013 12:00:00 AM","2060307930001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","1.00000000","","91.51000000","","793","SILKSTONE CLOSE W","793 SILKSTONE CLOSE W","1013548","8","49","PLAN 1013548 BLOCK 8 LOT 49","458131","89653.00000000"
"BP012468","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","5/17/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","11/4/2014 12:00:00 AM","4082202480001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","62.71000000","","248","MILDRED DOBBS BLVD N","248 MILDRED DOBBS BLVD N","0914835","2","123","PLAN 0914835 BLOCK 2 LOT 123","458099","16875.00000000"
"BP012469","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","5/17/2012 12:00:00 AM","5/30/2012 12:00:00 AM","5/30/2012 12:00:00 AM","9/11/2012 12:00:00 AM","2056500280001","VARSITY VILLAGE","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","53.51000000","","28","RUTGERS RD W","28 RUTGERS RD W","8510755","31A","10","PLAN 8510755 BLOCK 31A LOT 10","201799","20160.00000000"
"BP012470","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","5/18/2012 12:00:00 AM","5/23/2012 12:00:00 AM","5/23/2012 12:00:00 AM","6/15/2012 12:00:00 AM","4080605690001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","57.51000000","","569","MARY CAMERON CRES N","569 MARY CAMERON CRES N","1012382","11","43","PLAN 1012382 BLOCK 11 LOT 43","458798","10200.00000000"
"BP012471","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","5/18/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","9/27/2012 12:00:00 AM","4080605690001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","1.00000000","","57.51000000","","569","MARY CAMERON CRES N","569 MARY CAMERON CRES N","1012382","11","43","PLAN 1012382 BLOCK 11 LOT 43","458798","84156.00000000"
"BP012473","BUILDING - COMMERCIAL","NEW","COMPLETED","5/18/2012 12:00:00 AM","7/9/2012 12:00:00 AM","7/9/2012 12:00:00 AM","12/31/2015 12:00:00 AM","2025205252001","WEST HIGHLANDS","520","OFFICE BLDG","01","NEW CONSTRUCTION","","","524.00000000","","525","HIGHLANDS BLVD W","525 HIGHLANDS BLVD W","1611053","","CS","PLAN 1611053  BLOCK   LOT CS","465977","810000.00000000"
"BP012474","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","5/22/2012 12:00:00 AM","5/30/2012 12:00:00 AM","5/30/2012 12:00:00 AM","11/21/2013 12:00:00 AM","1112011200001","FLEETWOOD","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","98.76000000","","1120","12 ST S","1120 12 ST S","2478R","15","9,10","PLAN 2478R  BLOCK 15  LOTS 9 AND 10","329514","120418.00000000"
"BP012475","BUILDING - RESIDENTIAL","DECK","COMPLETED","5/22/2012 12:00:00 AM","6/4/2012 12:00:00 AM","6/4/2012 12:00:00 AM","7/3/2012 12:00:00 AM","1112209700001","FLEETWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","26.38000000","","970","12B ST S","970 12B ST S","6283S","25","34,35","PLAN 6283S BLOCK 25 LOTS 34 AND 35","286429","5000.00000000"
"BP012476","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","5/22/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","9/6/2012 12:00:00 AM","1051804660001","SOUTHGATE","210","DUPLEX (SIDExSIDE)","03","ALTERATIONS/IMPROVEMENTS","","","78.97000000","","466","COULEECREEK BLVD S","466 COULEECREEK BLVD S","0716433","","16","CONDOMINIUM PLAN 0716433 UNIT 16","454165","21250.00000000"
"BP012477","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","5/22/2012 12:00:00 AM","5/29/2012 12:00:00 AM","5/29/2012 12:00:00 AM","11/7/2013 12:00:00 AM","2084502420001","RIVERSTONE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","117.99000000","","242","RIVERSTONE BLVD W","242 RIVERSTONE BLVD W","0710647","19","5","PLAN 0710647 BLOCK 19 LOT 5","452627","31750.00000000"
"BP012478","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","5/22/2012 12:00:00 AM","5/24/2012 12:00:00 AM","5/24/2012 12:00:00 AM","12/12/2012 12:00:00 AM","4080605460001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","04","FOUNDATION","0.00000000","","105.63000000","","546","MARY CAMERON CRES N","546 MARY CAMERON CRES N","1012382","2","108","PLAN 1012382 BLOCK 2 LOT 108","458813","1000.00000000"
