"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","DECISIONDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","UNITSCREATED"
"CMP00089","COMPLIANCE","NEW","COMPLETED","6/19/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","2021104890001","WEST HIGHLANDS","","489","EDINBURGH RD W","489 EDINBURGH RD W","0510741","5","25","PLAN 0510741 BLOCK 5 LOT 25","412436",""
"CMP00090","COMPLIANCE","NEW","COMPLETED","6/19/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","4126009150001","PARK MEADOWS","","915","26 ST N","915 26 ST N","6581JK","10","18","PLAN 6581JK BLOCK 10 LOT 18","299960",""
"CMP00091","COMPLIANCE","NEW","COMPLETED","6/19/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","1052805200001","SOUTHGATE","","520","COULEESPRINGS CRES S","520 COULEESPRINGS CRES S","0712741","20","5","PLAN 0712741 BLOCK 20 LOT 5","452420",""
"CMP00092","COMPLIANCE","NEW","COMPLETED","6/19/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","1052805430001","SOUTHGATE","","543","COULEESPRINGS CRES S","543 COULEESPRINGS CRES S","0712741","19","15","PLAN 0712741 BLOCK 19 LOT 15","452405",""
"CMP00093","COMPLIANCE","NEW","COMPLETED","6/19/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","2084900900001","RIVERSTONE","","90","RIVERVIEW CRES W","90 RIVERVIEW CRES W","0612599","11","109","PLAN 0612599 BLOCK 11 LOT 109","423181",""
"CMP00094","COMPLIANCE","NEW","COMPLETED","6/19/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","2010100580001","PARADISE CANYON","","58","CANYONCREST CRT W","58 CANYONCREST CRT W","0312931","1","28","PLAN 0312931 BLOCK 1 LOT 28","402510",""
"CMP00095","COMPLIANCE","NEW","COMPLETED","6/19/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","4242010110001","LEGACY RIDGE / HARDIEVILLE","","1011","42 AVE N","1011 42 AVE N","731223","1","9","PLAN 731223 BLOCK 1 THAT PORTION OF LOT 9 LYING WEST OF A LINE DRAWN FROM A POINT ON THE SOUTH BOUNDARY DISTANT 20 FEET EASTERLY FROM THE SOUTH WEST CORNER OF SAID LOT TO A POINT ON THE NORTHERLY BOUNDARY DISTANT 45 FEET EASTERLY FROM THE NORTH WEST ","284455",""
"CMP00096","COMPLIANCE","NEW","COMPLETED","6/20/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","1123022180001","AGNES DAVIDSON","","2218","23 ST S","2218 23 ST S","1864JK","7","18","PLAN 1864JK BLOCK 7 LOT 18","226768",""
"CMP00097","COMPLIANCE","NEW","COMPLETED","6/20/2008 12:00:00 AM","","6/24/2008 12:00:00 AM","6/24/2008 12:00:00 AM","2045700150001","INDIAN BATTLE HEIGHTS","","15","MICMAC BLVD W","15 MICMAC BLVD W","0011510","7","130","PLAN 0011510 BLOCK 7 LOT 130","380950",""
"CMP00098","COMPLIANCE","NEW","COMPLETED","6/23/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","1221040100001","REDWOOD","","4010","21 AVE S","4010 21 AVE S","7711615","10","17","PLAN 7711615 BLOCK 10 LOT 17","263945",""
"CMP00099","COMPLIANCE","NEW","COMPLETED","6/23/2008 12:00:00 AM","","6/23/2008 12:00:00 AM","6/23/2008 12:00:00 AM","4223022160001","WINSTON CHURCHILL","","2216","23 AVE N","2216 23 AVE N","7510500","1","71","PLAN 7510500 BLOCK 1 LOT 71 EXCEPTING THEREOUT THE EASTERLY 30 FEET OF THE SAID LOT","278645",""
"CMP00100","COMPLIANCE","NEW","COMPLETED","6/23/2008 12:00:00 AM","","6/24/2008 12:00:00 AM","6/24/2008 12:00:00 AM","2013501240001","COPPERWOOD","","124","COALBANKS BLVD W","124 COALBANKS BLVD W","0613427","5","7","PLAN 0613427 BLOCK 5 LOT 7","425218",""
"CMP00101","COMPLIANCE","NEW","COMPLETED","6/23/2008 12:00:00 AM","","6/24/2008 12:00:00 AM","6/24/2008 12:00:00 AM","4086200500001","LEGACY RIDGE / HARDIEVILLE","","50","THYRZA BURKITT PL N","50 THYRZA BURKITT PL N","0612533","7","32","PLAN 0612533 BLOCK 7 LOT 32","422775",""
"CMP00102","COMPLIANCE","NEW","COMPLETED","6/23/2008 12:00:00 AM","","6/24/2008 12:00:00 AM","6/24/2008 12:00:00 AM","4225021100001","WINSTON CHURCHILL","","2110","25 AVE N","2110 25 AVE N","7510500","14","25","PLAN 7510500 BLOCK 14 LOT 25","246081",""
"CMP00103","COMPLIANCE","NEW","COMPLETED","6/23/2008 12:00:00 AM","","6/24/2008 12:00:00 AM","6/24/2008 12:00:00 AM","2007406450001","INDIAN BATTLE HEIGHTS","","645","BLACKFOOT TERR W","645 BLACKFOOT TERR W","0313116","19","75","PLAN 0313116 BLOCK 19 LOT 75","403252",""
"CMP00104","COMPLIANCE","NEW","COMPLETED","6/23/2008 12:00:00 AM","","6/25/2008 12:00:00 AM","6/25/2008 12:00:00 AM","4112305170001","SENATOR BUCHANAN","","517","12C ST N","517 12C ST N","406R","154","31-33","PLAN 406R BLOCK 154 LOTS 31 AND 32 AND THE SOUTH HALF S 1/2 OF LOT 33","345446",""
"CMP00105","COMPLIANCE","NEW","COMPLETED","6/23/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","2016601430001","MOUNTAIN HEIGHTS","","143","MT CRANDELL CRES W","143 MT CRANDELL CRES W","7911317","6","37","PLAN 7911317 BLOCK 6 LOT 37","255692",""
"CMP00106","COMPLIANCE","NEW","COMPLETED","6/24/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","1053400060001","SOUTHGATE","","6","COULEESPRINGS PL S","6 COULEESPRINGS PL S","0614257","16","81","PLAN 0614257 BLOCK 16 LOT 81","452340",""
"CMP00107","COMPLIANCE","NEW","COMPLETED","6/24/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","1053604140001","SOUTHGATE","","414","COULEESPRINGS RD S","414 COULEESPRINGS RD S","0712741","16","109","PLAN 0712741 BLOCK 16 LOT 109","452385",""
"CMP00108","COMPLIANCE","NEW","COMPLETED","6/24/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","1053604460001","SOUTHGATE","","446","COULEESPRINGS RD S","446 COULEESPRINGS RD S","0712741","16","117","PLAN 0712741 BLOCK 16 LOT 117","452393",""
"CMP00109","COMPLIANCE","NEW","COMPLETED","6/24/2008 12:00:00 AM","","6/24/2008 12:00:00 AM","6/24/2008 12:00:00 AM","2026202400022","HERITAGE HEIGHTS","12","240","HERITAGE BLVD W","12-240 HERITAGE BLVD W","0310347","","22","CONDOMINIUM PLAN 0310347 UNIT 22","398002",""
"CMP00110","COMPLIANCE","NEW","COMPLETED","6/24/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","2011500200001","INDIAN BATTLE HEIGHTS","","20","CAYUGA CRES W","20 CAYUGA CRES W","7910001","4","46A","PLAN 7910001 BLOCK 4 LOT 46A","259934",""
"CMP00111","COMPLIANCE","NEW","COMPLETED","6/24/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","2011500180001","INDIAN BATTLE HEIGHTS","","18","CAYUGA CRES W","18 CAYUGA CRES W","7910001","4","46B","PLAN 7910001 BLOCK 4 LOT 46B","259941",""
"CMP00112","COMPLIANCE","NEW","COMPLETED","6/24/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","2085100600001","RIVERSTONE","","60","RIVERWOOD MANOR W","60 RIVERWOOD MANOR W","0214169","6","87","PLAN 0214169 BLOCK 6 LOT 87","396812",""
"CMP00113","COMPLIANCE","NEW","COMPLETED","6/25/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","2050800850001","INDIAN BATTLE HEIGHTS","","85","OJIBWA RD W","85 OJIBWA RD W","8011133","1","89","PLAN 8011133 BLOCK 1 LOT 89","250099",""
"CMP00114","COMPLIANCE","NEW","COMPLETED","6/25/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","1209121280001","VICTORIA PARK","","2128","9A AVE S","2128 9A AVE S","790GO","2","19","PLAN 790GO BLOCK 2 LOT 19","341393",""
"CMP00115","COMPLIANCE","NEW","COMPLETED","6/25/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","4206127140001","MAJESTIC PLACE","","2714","6A AVE N","2714 6A AVE N","2896IB","9","5","PLAN 2896IB BLOCK 9 LOT 5","326413",""
"CMP00116","COMPLIANCE","NEW","COMPLETED","6/25/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","2013600940001","COPPERWOOD","","94","COALBANKS GATE W","94 COALBANKS GATE W","0613397","4","67","PLAN 0613397 BLOCK 4 LOT 67","424455",""
"CMP00117","COMPLIANCE","NEW","COMPLETED","6/25/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","2084900220001","RIVERSTONE","","22","RIVERVIEW CRES W","22 RIVERVIEW CRES W","0612599","11","92","PLAN 0612599 BLOCK 11 LOT 92","422992",""
"CMP00118","COMPLIANCE","NEW","COMPLETED","6/25/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","2013700050001","COPPERWOOD","","5","COALBANKS LINK W","5 COALBANKS LINK W","0714402","6","92","PLAN 0714402 BLOCK 6 LOT 92","453225",""
"CMP00119","COMPLIANCE","NEW","COMPLETED","6/26/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","1240030640001","WEST MAYOR MAGRATH DR","","3064","40 AVE S","3064 40 AVE S","0312453","5","10","PLAN 0312453 BLOCK 5 LOT 10","402027",""
"CMP00120","COMPLIANCE","NEW","COMPLETED","6/26/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","2030001880001","VARSITY VILLAGE","","188","LAFAYETTE BLVD W","188 LAFAYETTE BLVD W","7510445","12","6","PLAN 7510445 BLOCK 12 LOT 6","262510",""
"CMP00121","COMPLIANCE","NEW","COMPLETED","6/26/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","2010606110001","PARADISE CANYON","","611","CANYONVIEW LANDNG W","611 CANYONVIEW LANDNG W","0715980","4","14","PLAN 0715980 BLOCK 4 LOT 14","454079",""
"CMP00122","COMPLIANCE","NEW","COMPLETED","6/26/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","2020000130001","VARSITY VILLAGE","","13","DALHOUSIE RD W","13 DALHOUSIE RD W","7410379","1","26","PLAN 7410379 BLOCK 1 LOT 26","282138",""
"CMP00123","COMPLIANCE","NEW","COMPLETED","6/26/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","4113007010001","WESTMINSTER","","701","13 ST N","701 13 ST N","406R","163","24-27","PLAN 406R BLOCK 163 THOSE PORTIONS OF LOT 24, 25 AND THE SOUTH HALF OF LOT 26 WHICH LIE TO THE EAST OF THE WESTERLY 7 FEET THROUGHOUT THE SAID LOTS AND PLAN 406R BLOCK 163 THE NORTH HALF OF LOT 26 AND ALL OF LOT 27","344298",""
"CMP00124","COMPLIANCE","NEW","COMPLETED","6/26/2008 12:00:00 AM","","6/26/2008 12:00:00 AM","6/26/2008 12:00:00 AM","1110003270001","UPPER EASTSIDE","","327","10 ST S","327 10 ST S","4353S","37","27-31","PLAN LETHBRIDGE 4353S BLOCK THIRTY SEVEN (37) LOTS TWENTY SEVEN (27) TO THIRTY (30) INCLUSIVE AND THE SOUTH SEVENTEEN (17) FEET OF LOT THIRTY ONE (31)","246137",""
"CMP00125","COMPLIANCE","NEW","COMPLETED","6/27/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","4127008260001","MAJESTIC PLACE","","826","27 ST N","826 27 ST N","2896IB","1","17","PLAN 2896IB BLOCK 1 LOT 17","325706",""
"CMP00126","COMPLIANCE","NEW","COMPLETED","6/27/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","4050008410001","SENATOR BUCHANAN","","841","STAFFORD DR N","841 STAFFORD DR N","8480GQ","11","5","PLAN 8480GQ BLOCK 11 LOT 5","277343",""
"CMP00127","COMPLIANCE","NEW","COMPLETED","6/27/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","2046500110001","INDIAN BATTLE HEIGHTS","","11","MOHAWK RD W","11 MOHAWK RD W","8210026","7","118","PLAN 8210026 BLOCK 7 LOT 118","237086",""
"CMP00128","COMPLIANCE","NEW","COMPLETED","6/27/2008 12:00:00 AM","","6/30/2008 12:00:00 AM","6/30/2008 12:00:00 AM","4112305140001","SENATOR BUCHANAN","","514","12C ST N","514 12C ST N","406R","153","16-18","PLAN 406R BLOCK 153 THE SOUTHERLY 9 FEET OF LOT 16 ALL OF LOT 17 AND THE NORTHERLY 3 1/2 FEET OF LOT 18","344137",""
"CMP00129","COMPLIANCE","NEW","COMPLETED","6/27/2008 12:00:00 AM","","6/30/2008 12:00:00 AM","6/30/2008 12:00:00 AM","2058300940001","MOUNTAIN HEIGHTS","","94","MT RUNDLE RD W","94 MT RUNDLE RD W","9710786","10","81","PLAN 9710786 BLOCK 10 LOT 81","368511",""
"CMP00130","COMPLIANCE","NEW","COMPLETED","6/27/2008 12:00:00 AM","","6/30/2008 12:00:00 AM","6/30/2008 12:00:00 AM","2009203570001","PARADISE CANYON","","357","CANYON BLVD W","357 CANYON BLVD W","9111906","9","92","PLAN 9111906 BLOCK 9 LOT 92","323921",""
"CMP00131","COMPLIANCE","NEW","COMPLETED","6/27/2008 12:00:00 AM","","6/30/2008 12:00:00 AM","6/30/2008 12:00:00 AM","4086103400001","LEGACY RIDGE / HARDIEVILLE","","340","THYRZA BURKITT LINK N","340 THYRZA BURKITT LINK N","0612533","4","20","PLAN 0612533 BLOCK 4 LOT 20","422355",""
"CMP00132","COMPLIANCE","NEW","COMPLETED","6/27/2008 12:00:00 AM","","6/30/2008 12:00:00 AM","6/30/2008 12:00:00 AM","2006600400001","MOUNTAIN HEIGHTS","","40","MT BACKUS CRES W","40 MT BACKUS CRES W","9412304","4","34","PLAN 9412304 BLOCK 4 LOT 34","360517",""
"CMP00133","COMPLIANCE","NEW","COMPLETED","6/27/2008 12:00:00 AM","","6/27/2008 12:00:00 AM","6/27/2008 12:00:00 AM","2012200150001","INDIAN BATTLE HEIGHTS","","15","CHILCOTIN WAY W","15 CHILCOTIN WAY W","9811554","6","51","PLAN 9811554 BLOCK 6 LOT 51","372613",""
"CMP00134","COMPLIANCE","NEW","COMPLETED","6/30/2008 12:00:00 AM","","6/30/2008 12:00:00 AM","6/30/2008 12:00:00 AM","2065605890001","SUNRIDGE","","589","SUNRIDGE CRES W","589 SUNRIDGE CRES W","0514162","1","95","PLAN 0514162 BLOCK 1 LOT 95","417154",""
"CMP00135","COMPLIANCE","NEW","COMPLETED","6/30/2008 12:00:00 AM","","6/30/2008 12:00:00 AM","6/30/2008 12:00:00 AM","4072300980001","LEGACY RIDGE / HARDIEVILLE","","98","DOROTHY GENTLEMAN CRES N","98 DOROTHY GENTLEMAN CRES N","0613894","1","20","PLAN 0613894 BLOCK 1 LOT 20","425862",""
"CMP00136","COMPLIANCE","NEW","COMPLETED","6/30/2008 12:00:00 AM","","6/30/2008 12:00:00 AM","6/30/2008 12:00:00 AM","1007015010001","REDWOOD","","1501","ASPEN PL S","1501 ASPEN PL S","148LK","8","16","PLAN 148LK BLOCK 8 LOT 16","349044",""
"CMP00137","COMPLIANCE","NEW","COMPLETED","6/30/2008 12:00:00 AM","","7/2/2008 12:00:00 AM","7/2/2008 12:00:00 AM","2065500370001","SUNRIDGE","","37","SUNRIDGE BLVD W","37 SUNRIDGE BLVD W","0514162","4","19","PLAN 0514162 BLOCK 4 LOT 19","417441",""
"CMP00138","COMPLIANCE","NEW","COMPLETED","7/2/2008 12:00:00 AM","","7/2/2008 12:00:00 AM","7/2/2008 12:00:00 AM","2082000280001","RIVERSTONE","","28","RIVERGREEN RD W","28 RIVERGREEN RD W","0214165","6","58","PLAN 0214165 BLOCK 6 LOT 58","396140",""
"CMP00139","COMPLIANCE","NEW","COMPLETED","7/2/2008 12:00:00 AM","","7/7/2008 12:00:00 AM","7/7/2008 12:00:00 AM","1110006360001","LONDON ROAD","","636","10 ST S","636 10 ST S","384B","","94,95","PLAN LETHBRIDGE 384B LOT NINETY FOUR (94) AND THE SOUTH HALF OF LOT NINETY FIVE (95)","256819",""
"CMP00140","COMPLIANCE","NEW","COMPLETED","7/3/2008 12:00:00 AM","","7/3/2008 12:00:00 AM","7/3/2008 12:00:00 AM","4131004500001","ANDERSON INDUSTRIAL PARK","","450","31 ST N","450 31 ST N","7917HS","1,2,3,4","","PLAN 7917HS BLOCK 1 AREA: 1.62 HECTARES (4 ACRES) MORE OR LESS
BLOCK 2 AREA: 0.405 HECTARES (1 ACRES) MORE OR LESS
BLOCK 3 AREA: 0.405 HECTARES (1 ACRES) MORE OR LESS
BLOCK 4 AREA: 0.405 HECTARES (1 ACRES) MORE OR LESS","243414",""
"CMP00141","COMPLIANCE","NEW","COMPLETED","7/3/2008 12:00:00 AM","","7/3/2008 12:00:00 AM","7/3/2008 12:00:00 AM","1124005290001","GLENDALE","","529","24 ST S","529 24 ST S","8593GB","6","4","PLAN 8593GB BLOCK 6 LOT 4","213013",""
"CMP00142","COMPLIANCE","NEW","COMPLETED","7/3/2008 12:00:00 AM","","7/3/2008 12:00:00 AM","7/3/2008 12:00:00 AM","4027401170001","UPLANDS","","117","GRIZZLY TERR N","117 GRIZZLY TERR N","0614097","17","25","PLAN 0614097 BLOCK 17 LOT 25","426751",""
"CMP00143","COMPLIANCE","NEW","COMPLETED","7/3/2008 12:00:00 AM","","7/7/2008 12:00:00 AM","7/7/2008 12:00:00 AM","2052001180001","VARSITY VILLAGE","","118","PENSACOLA CRT W","118 PENSACOLA CRT W","7710705","32","120","PLAN 7710705 BLOCK 32 LOT 120","207581",""
"CMP00144","COMPLIANCE","NEW","COMPLETED","7/3/2008 12:00:00 AM","","7/3/2008 12:00:00 AM","7/3/2008 12:00:00 AM","2060202330001","COPPERWOOD","","233","SILKSTONE BAY W","233 SILKSTONE BAY W","0613397","6","23","PLAN 0613397 BLOCK 6 LOT 23","424588",""
"CMP00146","COMPLIANCE","NEW","COMPLETED","7/3/2008 12:00:00 AM","","7/3/2008 12:00:00 AM","7/3/2008 12:00:00 AM","4027401130001","UPLANDS","","113","GRIZZLY TERR N","113 GRIZZLY TERR N","0614097","17","26","PLAN 0614097 BLOCK 17 LOT 26","426758",""
"CMP00147","COMPLIANCE","NEW","COMPLETED","7/4/2008 12:00:00 AM","","7/4/2008 12:00:00 AM","7/4/2008 12:00:00 AM","4114001050001","WESTMINSTER","","105","14 ST N","105 14 ST N","0812768","B","44","PLAN 0812768 BLOCK B LOT 44","455328",""
"CMP00148","COMPLIANCE","NEW","COMPLETED","7/4/2008 12:00:00 AM","","7/4/2008 12:00:00 AM","7/4/2008 12:00:00 AM","4114001030001","WESTMINSTER","","103","14 ST N","103 14 ST N","0812768","B","45","PLAN 0812768 BLOCK B LOT 45","455329",""
"CMP00149","COMPLIANCE","NEW","COMPLETED","7/4/2008 12:00:00 AM","","7/4/2008 12:00:00 AM","7/4/2008 12:00:00 AM","1201011200001","","","1120","1 AVE S","1120 1 AVE S","4353S","12","7-11","PLAN 4353S BLOCK 12 LOTS 7 TO 11 INCLUSIVE
THE MOST NO 1.219 METRES OF THE CLOSED LANE","317733",""
"CMP00150","COMPLIANCE","NEW","COMPLETED","7/4/2008 12:00:00 AM","","7/4/2008 12:00:00 AM","7/4/2008 12:00:00 AM","2065802400001","SUNRIDGE","","240","MT SUNBURST PL W","240 MT SUNBURST PL W","0514137","1","10","PLAN 0514137 BLOCK 1 LOT 10","416412",""
"CMP00151","COMPLIANCE","NEW","COMPLETED","7/4/2008 12:00:00 AM","","7/7/2008 12:00:00 AM","7/7/2008 12:00:00 AM","1109006260001","LONDON ROAD","","626","9 ST S","626 9 ST S","384B","","56","PLAN 384B LOT 56","397169",""
"CMP00152","COMPLIANCE","NEW","COMPLETED","7/7/2008 12:00:00 AM","","7/7/2008 12:00:00 AM","7/7/2008 12:00:00 AM","4113008200001","SENATOR BUCHANAN","","820","13 ST N","820 13 ST N","406R","169","18,19","PLAN 406R  BLOCK 169  LOTS 18 AND 19","344214",""
"CMP00153","COMPLIANCE","NEW","COMPLETED","7/7/2008 12:00:00 AM","","7/7/2008 12:00:00 AM","7/7/2008 12:00:00 AM","2066107850001","SUNRIDGE","","785","MT SUNDANCE LANE W","785 MT SUNDANCE LANE W","0514162","5","24","PLAN 0514162 BLOCK 5 LOT 24","417686",""
"CMP00154","COMPLIANCE","NEW","COMPLETED","7/7/2008 12:00:00 AM","","7/7/2008 12:00:00 AM","7/7/2008 12:00:00 AM","2066107830001","SUNRIDGE","","783","MT SUNDANCE LANE W","783 MT SUNDANCE LANE W","0514162","5","25","PLAN 0514162 BLOCK 5 LOT 25","417693",""
"CMP00155","COMPLIANCE","NEW","COMPLETED","7/7/2008 12:00:00 AM","","7/7/2008 12:00:00 AM","7/7/2008 12:00:00 AM","4080005320001","LEGACY RIDGE / HARDIEVILLE","","532","MARGARET SUTHERLAND CRES N","532 MARGARET SUTHERLAND CRES N","0715555","3","36","PLAN 0715555 BLOCK 3 LOT 36","453813",""
"CMP00156","COMPLIANCE","NEW","COMPLETED","7/7/2008 12:00:00 AM","","7/7/2008 12:00:00 AM","7/7/2008 12:00:00 AM","1053802390001","SOUTHGATE","","239","COULEESPRINGS TERR S","239 COULEESPRINGS TERR S","0614257","18","10","PLAN 0614257 BLOCK 18 LOT 10","452322",""
"CMP00157","COMPLIANCE","NEW","COMPLETED","7/7/2008 12:00:00 AM","","7/7/2008 12:00:00 AM","7/7/2008 12:00:00 AM","4205125110001","MAJESTIC PLACE","","2511","5A AVE N","2511 5A AVE N","2896IB","12","59","PLAN 2896IB BLOCK 12 LOT 59","324054",""
"CMP00158","COMPLIANCE","NEW","COMPLETED","7/8/2008 12:00:00 AM","","7/8/2008 12:00:00 AM","7/8/2008 12:00:00 AM","1131112400001","LAKEVIEW","","1240","31A ST S","1240 31A ST S","6581HV","15","11","PLAN 6581HV BLOCK 15 LOT 11","299806",""
"CMP00159","COMPLIANCE","NEW","COMPLETED","7/8/2008 12:00:00 AM","","7/8/2008 12:00:00 AM","7/8/2008 12:00:00 AM","4067500140001","ST EDWARDS","","14","ST JAMES BAY N","14 ST JAMES BAY N","0011339","1","48","PLAN 0011339 BLOCK 1 LOT 48","380551",""
"CMP00160","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/9/2008 12:00:00 AM","7/9/2008 12:00:00 AM","4110005090001","SENATOR BUCHANAN","","509","10 ST N","509 10 ST N","8480GQ","2","3","PLAN 8480GQ BLOCK 2 LOT 3","289544",""
"CMP00161","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","2065903100001","SUNRIDGE","","310","MT SUNBURST WAY W","310 MT SUNBURST WAY W","0514137","1","59","PLAN 0514137 BLOCK 1 LOT 59","416741",""
"CMP00162","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","2065500790001","SUNRIDGE","","79","SUNRIDGE BLVD W","79 SUNRIDGE BLVD W","0514162","4","30","PLAN 0514162 BLOCK 4 LOT 30","417518",""
"CMP00163","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","2065500770001","SUNRIDGE","","77","SUNRIDGE BLVD W","77 SUNRIDGE BLVD W","0514162","4","29","PLAN 0514162 BLOCK 4 LOT 29","417511",""
"CMP00164","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","2066107530001","SUNRIDGE","","753","MT SUNDANCE LANE W","753 MT SUNDANCE LANE W","0514162","5","33","PLAN 0514162 BLOCK 5 LOT 33","417749",""
"CMP00165","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","2066107550001","SUNRIDGE","","755","MT SUNDANCE LANE W","755 MT SUNDANCE LANE W","0514162","5","32","PLAN 0514162 BLOCK 5 LOT 32","417742",""
"CMP00166","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/9/2008 12:00:00 AM","7/9/2008 12:00:00 AM","4074506760001","LEGACY RIDGE / HARDIEVILLE","","676","FLORENCE HO LEONG CRES N","676 FLORENCE HO LEONG CRES N","0712108","8","27","PLAN 0712108 BLOCK 8 LOT 27","452813",""
"CMP00167","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","4078004690001","LEGACY RIDGE / HARDIEVILLE","","469","LETTICE PERRY RD N","469 LETTICE PERRY RD N","0613894","1","11","PLAN 0613894 BLOCK 1 LOT 11","425799",""
"CMP00168","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","4072301260001","LEGACY RIDGE / HARDIEVILLE","","126","DOROTHY GENTLEMAN CRES N","126 DOROTHY GENTLEMAN CRES N","0613894","1","13","PLAN 0613894 BLOCK 1 LOT 13","425813",""
"CMP00169","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","1106007110001","LONDON ROAD","","711","6 ST S","711 6 ST S","1973Y","1","1","PLAN 1973Y BLOCK 1 THE NORTHERLY 33 FEET OF THE SOUTHERLY 41 FEET OF THE WESTERLY 125 FEET OF LOT 1","226684",""
"CMP00170","COMPLIANCE","NEW","COMPLETED","7/9/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","2051500850001","VARSITY VILLAGE","","85","OXFORD RD W","85 OXFORD RD W","7710882","25","16A","PLAN 7710882 BLOCK 25 LOT 16A","270119",""
"CMP00171","COMPLIANCE","NEW","COMPLETED","7/11/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","4205007170001","SENATOR BUCHANAN","","717","5 AVE N","717 5 AVE N","4047JK","2","","PLAN 4047JK BLOCK 2","247299",""
"CMP00172","COMPLIANCE","NEW","COMPLETED","7/11/2008 12:00:00 AM","","7/11/2008 12:00:00 AM","7/11/2008 12:00:00 AM","2013600580001","COPPERWOOD","","58","COALBANKS GATE W","58 COALBANKS GATE W","0613397","4","76","PLAN 0613397 BLOCK 4 LOT 76","424427",""
